PD_ID,comment_date,industry,warning_signal_comment,pd_grade_before,pd_grade_after,grade_change,migration,true_theme,topic_id,topic_label
PD100131,2025-05-17,Construction,Governance concerns raised after the audit committee chair stepped down. Board composition now lacks independent financial expertise.,6,7,1,Downgrade,management_turnover,6,annual / raised / repeated / concerns
PD100132,2025-02-18,Business Services,Sector outlook deteriorating; industry volumes down 9% and two regional competitors filed for Chapter 11 this year. Borrower exposed to the same demand drivers.,8,9,1,Downgrade,industry_headwinds,0,sector / margin / outlook / operating
PD100133,2025-01-12,Construction,Loss of a major account announced; $49M of annual revenue affected beginning next quarter. Concentration risk previously flagged at underwriting.,8,10,2,Downgrade,customer_concentration,13,hedges / rates / market / quarters
PD100134,2024-12-04,Technology,Margin erosion accelerating; operating margin at 5% versus 10% prior year. Competitive discounting in the sector shows no sign of abating.,9,10,1,Downgrade,revenue_decline,0,sector / margin / outlook / operating
PD100135,2024-08-24,Retail,Minimum EBITDA covenant missed by 16%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,7,10,3,Downgrade,covenant_breach,9,ebitda / qualified / compliance / missed
PD100136,2024-07-08,Commercial Real Estate,Asset sale proceeds of $105M applied to term debt. Leverage reduced to 2.2x from 4.8x at last review.,7,5,-2,Upgrade,deleveraging,7,refinancing risk / risk elevated / trade / capital
PD100137,2024-10-16,Retail,Asset sale proceeds of $148M applied to term debt. Leverage reduced to 2.4x from 4.9x at last review.,12,11,-1,Upgrade,deleveraging,7,refinancing risk / risk elevated / trade / capital
PD100138,2024-07-02,Oil & Gas,Debt maturity wall approaching; 58% of funded debt comes due within 18 months. Sponsor exploring amend-and-extend but lender appetite is uncertain.,12,13,1,Downgrade,refinancing_risk,20,debt / sponsor / months / 
PD100139,2024-10-07,Manufacturing,Audited financial statements are 150 days past due. Auditor cited unresolved revenue recognition matters; a going concern qualification has not been ruled out.,7,9,2,Downgrade,reporting_delinquency,9,ebitda / qualified / compliance / missed
PD100140,2024-05-09,Wholesale Trade,Audited financial statements are 130 days past due. Auditor cited unresolved revenue recognition matters; a going concern qualification has not been ruled out.,5,6,1,Downgrade,reporting_delinquency,9,ebitda / qualified / compliance / missed
PD100141,2024-10-18,Construction,"Regulatory change effective next year is expected to reduce reimbursement rates by 6%, directly compressing borrower revenue in its core segment.",9,9,0,No Change,industry_headwinds,14,regulatory / rates / revenue / multiyear
PD100142,2024-02-22,Oil & Gas,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $17M of revolver availability to fund payroll. Treasury reports minimal headroom.,8,12,4,Downgrade,liquidity_stress,2,headroom / concerns / missed / revolver
PD100143,2024-03-16,Agriculture,Same-store sales fell 8% and foot traffic remains weak. Inventory build of $9M raises markdown risk into next season.,8,10,2,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD100144,2024-09-11,Retail,Borrower breached the maximum leverage covenant in Q2 2024; reported 6.9x against a 4.4x threshold. Waiver request under negotiation with the bank group.,4,4,0,No Change,covenant_breach,19,covenants / covenant / test / additional
PD100145,2024-08-19,Hospitality,Operational restructuring complete; plant consolidation yields $29M of annualized savings. Order intake trending 23% above prior year.,7,5,-2,Upgrade,performance_improvement,11,customer / concentration / product / order
PD100146,2024-10-31,Agriculture,Largest customer filed for bankruptcy protection; receivable exposure of $17M likely impaired. Trade credit insurance covers only a portion.,3,6,3,Downgrade,customer_concentration,4,exposure / filed / new / approximately
PD100147,2024-04-11,Commercial Real Estate,Voluntary prepayment of $49M made this quarter. FCCR improved to 2.1x and all covenants passed with comfortable headroom.,8,8,0,No Change,deleveraging,10,auditor / inventory / period / counsel
PD100148,2024-06-09,Commercial Real Estate,New tariffs raise landed costs approximately 18% on the borrower's primary import lines. Ability to pass through to customers is unproven.,3,4,1,Downgrade,industry_headwinds,4,exposure / filed / new / approximately
PD100149,2025-04-26,Oil & Gas,Operating cash flow turned negative in Q1 2024. Working capital squeeze evident; payables stretched beyond 60 days and the borrower requested a temporary overadvance.,8,10,2,Downgrade,liquidity_stress,3,capital / operating / days / borrowing
PD100150,2024-10-16,Business Services,Successful refinancing completed; maturities extended to 2029 at improved pricing. Near-term refinancing risk eliminated.,7,5,-2,Upgrade,deleveraging,15,refinancing / committed / market / term
PD100151,2024-09-27,Wholesale Trade,Largest customer filed for bankruptcy protection; receivable exposure of $5M likely impaired. Trade credit insurance covers only a portion.,6,6,0,No Change,customer_concentration,4,exposure / filed / new / approximately
PD100152,2025-03-11,Retail,Cash flow from operations insufficient to cover fixed charges this cycle. FCCR dropped to 0.8x. Sponsor has been approached for an equity injection to shore up liquidity.,7,10,3,Downgrade,liquidity_stress,17,fccr / equity / breach / sponsor
PD100153,2024-09-29,Healthcare,Springing covenant triggered as revolver utilization exceeded 33%. Borrower is now subject to full quarterly covenant testing and failed the first leverage test.,9,12,3,Downgrade,covenant_breach,5,covenant / test / revolver utilization / discrepancies approximately
PD100154,2024-10-22,Construction,Revenue contracted 11% year over year driven by softening demand. Gross margin compressed 234 bps on input cost inflation the borrower could not pass through.,8,9,1,Downgrade,revenue_decline,18,pass / demand / margin / cost
PD100155,2025-02-16,Oil & Gas,Sector outlook deteriorating; industry volumes down 15% and two regional competitors filed for Chapter 11 this year. Borrower exposed to the same demand drivers.,7,10,3,Downgrade,industry_headwinds,0,sector / margin / outlook / operating
PD100156,2025-03-24,Retail,OFAC compliance review identified potential sanctions exposure in an overseas subsidiary. Enhanced monitoring in place pending outside counsel findings.,12,14,2,Downgrade,legal_regulatory,4,exposure / filed / new / approximately
PD100157,2025-03-18,Business Services,OFAC compliance review identified potential sanctions exposure in an overseas subsidiary. Enhanced monitoring in place pending outside counsel findings.,5,5,0,No Change,legal_regulatory,4,exposure / filed / new / approximately
PD100158,2024-04-03,Commercial Real Estate,Significant cash burn observed. Unrestricted cash fell 68% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,8,11,3,Downgrade,liquidity_stress,12,cash / significant / capex / monitoring
PD100159,2024-10-02,Agriculture,"Leverage remains elevated at 7.0x with no clear deleveraging path. PIK toggle exercised on the mezzanine tranche this period, growing the debt stack.",6,6,0,No Change,refinancing_risk,8,period / debt / elevated / leverage
PD100160,2024-10-11,Healthcare,Borrower has fully drawn the revolver with utilization at 90%. Cash position declined to $9M and liquidity runway is under 7 months without additional support.,9,10,1,Downgrade,liquidity_stress,16,position / revolver utilization / revolver / additional
PD100161,2025-05-18,Retail,Ownership dispute among family shareholders is distracting management. Succession plan remains undocumented despite repeated requests at annual review.,9,10,1,Downgrade,management_turnover,6,annual / raised / repeated / concerns
PD100162,2024-04-17,Healthcare,Same-store sales fell 16% and foot traffic remains weak. Inventory build of $31M raises markdown risk into next season.,10,12,2,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD100163,2025-05-22,Oil & Gas,"Significant management turnover noted: controller, treasurer, and head of operations all departed within two quarters. Institutional knowledge loss is a concern for reporting quality.",9,10,1,Downgrade,management_turnover,6,annual / raised / repeated / concerns
PD100164,2024-02-07,Construction,"New contract wins add $119M of committed multi-year revenue, diversifying the customer base and improving visibility.",3,1,-2,Upgrade,performance_improvement,14,regulatory / rates / revenue / multiyear
PD100165,2025-02-17,Hospitality,CFO resigned abruptly in Q3 2025 with no permanent successor named; interim finance lead has limited sector experience. Second C-suite departure in twelve months.,7,9,2,Downgrade,management_turnover,3,capital / operating / days / borrowing
PD100166,2025-02-27,Manufacturing,Revenue contracted 31% year over year driven by softening demand. Gross margin compressed 595 bps on input cost inflation the borrower could not pass through.,4,6,2,Downgrade,revenue_decline,18,pass / demand / margin / cost
PD100167,2024-02-22,Commercial Real Estate,Operating cash flow turned negative in Q3 2025. Working capital squeeze evident; payables stretched beyond 100 days and the borrower requested a temporary overadvance.,5,8,3,Downgrade,liquidity_stress,3,capital / operating / days / borrowing
PD100168,2024-10-21,Construction,EBITDA declined 32% versus plan on volume weakness and pricing pressure. Cost reduction program announced but savings not yet visible in results.,7,9,2,Downgrade,revenue_decline,21,pricing pressure / pressure / visible results / visible
PD100169,2024-09-02,Business Services,"Interest burden up sharply post rate resets; cash interest coverage at 1.1x. Hedges expired and were not replaced, leaving full floating-rate exposure.",6,7,1,Downgrade,refinancing_risk,13,hedges / rates / market / quarters
PD100170,2024-08-18,Retail,Operating cash flow turned negative in Q3 2024. Working capital squeeze evident; payables stretched beyond 95 days and the borrower requested a temporary overadvance.,6,7,1,Downgrade,liquidity_stress,3,capital / operating / days / borrowing
PD100171,2024-06-06,Construction,Minimum EBITDA covenant missed by 11%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,4,6,2,Downgrade,covenant_breach,9,ebitda / qualified / compliance / missed
PD100172,2025-03-01,Construction,EBITDA declined 31% versus plan on volume weakness and pricing pressure. Cost reduction program announced but savings not yet visible in results.,11,13,2,Downgrade,revenue_decline,21,pricing pressure / pressure / visible results / visible
